Tank Name,Tank DPM,Dmg,Reload,Pen,Velo,Acc,Aim,Dispresion,DeP/Elev,Speed,Traverse,Power,P/W,Weight,Health,VR,Stat17,Stat18,Stat19,Stat20,Stat21
S35 CA,,,VIII,IS-6,,1714,240,8.40s,135,800,0.40,2.70s,0.20 / 0.24 / 0.24,-9° / +22°,37 / 12,35°/s,290,14.63,19.8t,500,340
Type 3 Ju-Nu,,,V,Ju-Nu,,1890,230,7.30s,150,850,0.37,2.30s,0.12 / 0.22 / 0.22,-10° / +20°,35 / 12,30°/s,770,15.48,49.8t,1100,360
Pz.Sfl. IC,,,VI,Ju-Nu,,1920,240,7.50s,194,1000,0.32,2.10s,0.14 / 0.24 / 0.24,-5° / +90°,60 / 20,48°/s,400,15.53,25.8t,460,340
KV-220-2 Beta Test,,,V,KV-122,,1759,390,13.30s,175,780,0.46,3.20s,0.15 / 0.21 / 0.21,-6° / +20°,42 / 14,40°/s,700,15.14,46.2t,1200,360
Pawlack Tank,,,VII,Pawlack Tank,,1600,240,9.00s,160,972,0.42,2.40s,0.14 / 0.24 / 0.24,-8° / +15°,45 / 14,37°/s,650,17.69,36.8t,1050,360
Hummel,,,VI,Pawlack Tank,,1158,600,31.10s,39,420,0.68,6.20s,0.38 / 0.28 / 0.28,-3° / +42°,42 / 10,26°/s,300,13.19,22.8t,335,265
Stuart I-IV,,,VI,Stuart I-IV,,1038,45,2.60s,64,792,0.40,2.00s,0.16 / 0.22 / 0.22,-10° / +20°,58 / 20,45°/s,262,20.59,12.7t,445,330
Pz.Kpfw. 38H 735 (f),No data
Jagdtiger Prototype,,,IX,Jagdtiger,,2947,560,11.40s,276,1200,0.33,2.30s,0.08 / 0.18 / 0.18,-7.5° / +15°,38 / 12,30°/s,830,11.04,75.2t,2000,390
Caernarvon Action X,,,VIII,Caernarvon,,2585,280,6.50s,220,878,0.34,2.10s,0.12 / 0.16 / 0.16,-10° / +18°,34.3 / 12,30°/s,900,14.65,61.4t,1750,400
Jagdpanther,,,VIII,Caernarvon,,2341,320,8.20s,208,950,0.34,1.70s,0.08 / 0.20 / 0.20,-8° / +14°,55 / 14,35°/s,760,16.61,45.8t,900,350
Panzerwagen 39,No data
Panzerjäger I,No data
T95E2,,,X,T95E6,,3000,400,8.00s,258,1067,0.38,2.00s,0.10 / 0.12 / 0.12,-9° / +20°,56.3 / 20,46°/s,750,18.47,40.6t,2150,410
Cruiser Mk. III,,,X,IS,,1902,390,12.30s,175,780,0.46,3.40s,0.16 / 0.21 / 0.21,-6° / +25°,34 / 14,42°/s,750,16.32,46t,1350,350
Matilda Black Prince,,,VII,IS,,2000,150,4.50s,171,884,0.34,2.00s,0.10 / 0.14 / 0.14,-8° / +20°,30 / 15,20°/s,650,13.08,49.7t,1500,370
VK 30.01 (P),,,VII,VK 30.02 D,,2063,220,6.40s,145,773,0.38,2.30s,0.14 / 0.20 / 0.20,-8° / +20°,60 / 20,60°/s,870,22.06,39.4t,1350,380
M2 Medium Tank,,,VII,M2 Medium,,2283,175,4.60s,38,620,0.55,2.30s,0.16 / 0.23 / 0.23,-20° / +40°,43 / 18,40°/s,400,19.31,20.7t,375,370
AT-FV230 Breaker,,,XI,Breaker,,3556,480,8.10s,278,1000,0.30,1.70s,0.06 / 0.25 / 0.25,-10° / +20°,20 / 12,22°/s,750,10.76,69.7t,2150,390
Type 4 Ju-To,,,XI,Breaker,,2105,600,17.10s,257,850,0.40,2.70s,0.14 / 0.18 / 0.18,-10° / +20°,25 / 12,20°/s,1500,9.36,160.2t,2150,390
Lago M38,,,IX,Lago,,1483,110,4.45s,98,820,0.40,2.30s,0.12 / 0.25 / 0.25,-10° / +25°,45 / 18,38°/s,420,22.92,18.3t,570,330
VK 75.01 (K),,,IV,VK 72.01 K,,2250,750,20.00s,246,757,0.40,2.90s,0.10 / 0.21 / 0.21,-7° / +17°,33 / 15,24°/s,1200,10.03,119.7t,2500,400
BT-SV,,,X,VK 72.01 K,,1234,47,2.29s,51,757,0.41,1.71s,0.08 / 0.24 / 0.24,-4° / +22°,62 / 20,33°/s,500,38.88,12.9t,425,280
WZ-111 model 5A,,,III,WZ-111 6,,2097,360,10.30s,227,1050,0.40,2.60s,0.12 / 0.20 / 0.20,-8° / +23°,40 / 15,30°/s,620,13.57,45.7t,1450,390
Centurion Mk. 5/1 RAAC,,,X,Centurion AX,,2925,390,8.00s,268,1478,0.32,2.10s,0.08 / 0.10 / 0.10,-10° / +20°,55 / 20,50°/s,1040,19.01,54.7t,1950,410
MS-1,,,X,Centurion AX,,972,47,2.90s,51,757,0.46,2.50s,0.14 / 0.38 / 0.38,-8° / +30°,32 / 8,48°/s,60,12.78,4.7t,220,280
Excalibur,,,I,Excalibur,,2000,150,4.50s,165,910,0.30,1.80s,0.10 / 0.22 / 0.22,-10° / +20°,50 / 15,35°/s,500,18.43,27.1t,840,360
56TP,,,VIII,56TP,,1614,390,14.50s,221,1018,0.34,2.30s,0.08 / 0.20 / 0.20,-9° / +20°,40 / 14,38°/s,900,16.15,55.7t,1450,380
M2 Light,,,VIII,T2 Light,,1192,12,7.66s,30,770,0.50,1.71s,0.08 / 0.25 / 0.25,-8° / +21°,72 / 20,47°/s,265,35.79,7.4t,300,260
Sturmpanzer II,,,II,Panther II,,2100,280,8.00s,223,1150,0.30,2.20s,0.10 / 0.16 / 0.16,-8° / +20°,55 / 20,40°/s,800,14.91,53.6t,1650,390
AT 2,,,VIII,Panther II,,1957,75,2.30s,125,892,0.32,1.70s,0.08 / 0.34 / 0.34,-7° / +13°,20 / 10,26°/s,425,10.43,40.8t,650,330
Vz. 55,,,V,Vz. 55,,2650,530,12.00s,260,980,0.35,2.00s,0.08 / 0.16 / 0.16,-8° / +15°,50 / 15,30°/s,850,15.57,54.6t,2100,390
Progetto C50 mod. 66,,,X,Progetto 65,,2160,360,10.00s,268,1468,0.35,2.20s,0.12 / 0.15 / 0.15,-9° / +20°,65 / 20,54°/s,750,18.89,39.7t,1900,400
Object 432U,,,X,Obj. 430U,,2588,440,10.20s,252,940,0.40,2.30s,0.12 / 0.16 / 0.16,-5° / +18°,50 / 18,52°/s,640,15.35,41.7t,2000,400
M26 Pershing,,,X,Pershing,,2211,280,7.60s,212,975,0.34,2.00s,0.10 / 0.12 / 0.12,-10° / +20°,48 / 20,50°/s,770,18.05,42.6t,1600,400
Šotek,No data
Carro da Combattimento 45 t,No data
Nergal,,,VIII,Nergal,,2000,350,10.50s,215,850,0.38,2.30s,0.10 / 0.16 / 0.16,-10° / +20°,24 / 12,24°/s,800,11.16,71.7t,1400,360
KV-5,,,VIII,KV-5,,2100,300,8.57s,196,830,0.40,2.30s,0.12 / 0.18 / 0.18,-7° / +22°,40 / 14,18°/s,1200,12.01,99.9t,1780,350
60G FT,,,VIII,60G FT,,2105,200,5.70s,145,793,0.38,1.70s,0.08 / 0.22 / 0.22,-8° / +25°,45 / 18,42°/s,450,17.48,25.8t,520,340
Miel,,,V,Miel,,1800,360,22.00s,190,1000,0.42,3.50s,0.10 / 0.10 / 0.10,-6° / +13°,62 / 23,40°/s,310,26.37,11.8t,1250,390
LT vz. 38,,,VIII,LT vz. 38,,1157,45,5.00s,82,900,0.38,1.50s,0.10 / 0.27 / 0.27,-5° / +25°,45 / 18,46°/s,220,21.27,10.3t,420,330
Type 1 Ho-Ni II,,,III,Type 71,,2727,400,8.80s,260,1050,0.22,2.00s,0.10 / 0.14 / 0.14,-7° / +20°,40 / 16,30°/s,1050,17.59,59.7t,2200,400
Pz.Kpfw. T 25,No data
GSOR 3301 AVR FS,,,IX,AVR FS,,1516,240,9.50s,232,1020,0.36,1.90s,0.10 / 0.16 / 0.16,-10° / +35°,65 / 25,43°/s,265,41.26,6.4t,1450,390
Object 705A,,,IX,AVR FS,,2632,750,17.10s,286,880,0.36,2.70s,0.08 / 0.19 / 0.19,-6° / +18°,40 / 14,28°/s,800,16.53,48.4t,1600,360
T95E6,,,IX,T95E6,,3000,400,8.00s,258,1067,0.38,2.00s,0.10 / 0.12 / 0.12,-9° / +20°,56.3 / 20,46°/s,750,18.47,40.6t,2150,410
Churchill Gun Carrier,,,X,Churchill I,,2045,75,2.20s,110,892,0.37,1.70s,0.08 / 0.18 / 0.18,-9° / +20°,25.7 / 14,28°/s,380,9.59,39.6t,920,350
M5A1 Stuart,,,V,M5 Stuart,,1546,50,7.70s,71,884,0.38,1.70s,0.10 / 0.15 / 0.15,-10° / +20°,64.4 / 20,50°/s,400,26.67,15t,520,360
T21,,,VI,T21,,1643,115,4.20s,130,792,0.36,1.90s,0.10 / 0.12 / 0.12,-10° / +25°,57 / 21,60°/s,600,26.22,22.9t,670,380
SU-76I,,,VI,T21,,1705,110,3.87s,86,640,0.44,2.10s,0.10 / 0.26 / 0.26,-5° / +15°,50 / 14,40°/s,300,13.32,22.5t,285,300
WZ-111G FT,,,III,WZ-120G FT,,2824,560,11.90s,271,930,0.38,2.80s,0.16 / 0.22 / 0.22,-6° / +15°,47 / 20,38°/s,520,14.44,36t,1700,390
FCM 2C,,,IX,FCM 2C,,1048,110,6.30s,62,550,0.42,2.30s,0.12 / 0.30 / 0.30,-20° / +20°,15 / 15,20°/s,500,7.17,69.8t,700,320
M6A2E1,,,III,M6,,1800,240,8.00s,160,853,0.40,2.20s,0.14 / 0.20 / 0.20,-10° / +30°,35 / 14,32°/s,900,15.47,58.2t,1100,360
E 25,,,VI,M6,,2700,135,3.00s,150,925,0.30,1.50s,0.08 / 0.18 / 0.18,-8° / +15°,65 / 20,44°/s,700,26.90,26t,830,360
GSR 3301 Setter,,,VII,Setter,,1350,135,6.00s,180,925,0.36,1.80s,0.10 / 0.13 / 0.13,-10° / +15°,63 / 23,42°/s,220,28.86,7.6t,1000,370
T26E5,,,VII,Setter,,2000,240,7.20s,230,1021,0.36,2.10s,0.13 / 0.15 / 0.15,-10° / +20°,45 / 17,35°/s,704,15.26,46.1t,1500,390
Object 277,,,VIII,Obj. 277,,2352,490,12.50s,265,1030,0.38,2.70s,0.08 / 0.16 / 0.16,-5.5° / +15.5°,55 / 15,32°/s,950,17.37,54.7t,2200,400
Birch Gun,,,X,Obj. 277,,1750,280,9.60s,22,410,0.72,5.00s,0.40 / 0.40 / 0.40,-5° / +70°,45 / 10,18°/s,110,9.20,12t,290,265
LTC II,,,IV,LTC II,,2069,200,40.00s,223,1300,0.37,2.00s,0.08 / 0.10 / 0.10,-10° / +20°,65 / 24,50°/s,680,35.37,19.2t,1500,400
Monkey King,,,IX,LTC II,,2889,390,8.10s,261,1478,0.33,2.20s,0.10 / 0.14 / 0.14,-5° / +18°,55 / 25,50°/s,700,17.63,39.7t,1950,420
SU-85,,,X,SU-85I,,2133,160,4.50s,119,800,0.42,2.30s,0.08 / 0.22 / 0.22,-5° / +25°,50 / 14,48°/s,300,13.56,22.1t,500,330
B1,,,X,STB-1,,3042,360,7.10s,258,1185,0.37,2.00s,0.08 / 0.09 / 0.09,-8° / +15°,50 / 25,57°/s,950,25.61,37.1t,2000,400
SU-122-44,,,X,SU-122-44,,2925,390,8.00s,175,800,0.41,2.90s,0.12 / 0.21 / 0.21,-4° / +16°,47.5 / 13,42°/s,500,15.37,32.5t,840,330
BZ-68,,,VII,SU-122-44,,2052,530,15.50s,248,1050,0.42,3.00s,0.12 / 0.20 / 0.20,-8° / +20°,30 / 14,28°/s,770,12.90,59.7t,2000,380
T-44,,,IX,BZ-68,,2308,250,6.50s,210,880,0.35,2.00s,0.08 / 0.10 / 0.10,-7° / +23°,52 / 23,51°/s,760,22.87,33.2t,1350,380
SU-76M,,,VIII,SU-76I,,1705,110,3.87s,86,640,0.44,2.10s,0.10 / 0.26 / 0.26,-5° / +15°,50 / 14,40°/s,300,13.32,22.5t,285,300
Gonsalo,,,III,SU-76I,,1760,440,15.00s,240,924,0.45,3.20s,0.08 / 0.25 / 0.25,-10° / +12°,37 / 15,30°/s,850,21.27,40t,1500,380
BT-5,,,VIII,Gonsalo,,1763,40,6.50s,42,915,0.40,1.90s,0.10 / 0.16 / 0.16,-8° / +25°,55 / 20,50°/s,460,44.06,10.4t,410,300
T92,,,III,BT-5,,2000,150,4.50s,189,1219,0.38,1.80s,0.05 / 0.08 / 0.08,-10° / +20°,60 / 25,55°/s,600,35.90,16.7t,1000,400
Renault FT AC,,,VIII,T92,,1435,55,2.30s,66,855,0.37,1.90s,0.12 / 0.28 / 0.28,-15° / +15°,21 / 8,30°/s,45,10.03,4.5t,240,300
BZ-74-1,,,II,FT AC,,2240,560,15.00s,260,1000,0.40,2.50s,0.10 / 0.20 / 0.20,-8° / +20°,30 / 15,34°/s,900,16.76,53.7t,2200,400
AMR 35,,,X,AMR 35,,953,27,1.70s,46,950,0.38,1.80s,0.10 / 0.20 / 0.20,-12° / +15°,55 / 20,35°/s,80,12.50,6.4t,360,320
ST-66,,,II,ST-66,,2195,300,8.20s,217,1180,0.37,1.90s,0.10 / 0.22 / 0.22,-6° / +15°,50 / 16,40°/s,720,18.12,39.7t,1300,370
Object 168 German,,,VIII,Obj. 268,,2727,750,16.50s,303,950,0.33,2.50s,0.08 / 0.18 / 0.18,-6° / +15°,48 / 15,33°/s,950,18.75,50.7t,1950,370
BZ-58-2,,,IX,BZ-58-2,,2066,520,15.10s,250,1050,0.37,3.00s,0.15 / 0.19 / 0.19,-8° / +20°,35 / 15,30°/s,650,13.08,49.7t,1900,380
Char Futur 4,,,IX,Char Futur 4,,1800,390,40.00s,264,1461,0.34,2.20s,0.18 / 0.21 / 0.21,-7.5° / +11°,60 / 20,36°/s,620,23.22,26.7t,1750,380
EMIL 1951,,,IX,Emil I,,1964,360,27.00s,217,1080,0.38,3.20s,0.16 / 0.26 / 0.26,-12° / +15°,50 / 16,26°/s,380,13.32,28.5t,1550,360
Vickers Medium Mk. III,,,X,Vickers 3,,2925,390,8.00s,268,1540,0.27,2.00s,0.08 / 0.10 / 0.10,-10° / +20°,55 / 25,50°/s,850,22.14,38.4t,1900,410
Object 268,,,X,Obj. 268,,2727,750,16.50s,303,950,0.33,2.50s,0.08 / 0.18 / 0.18,-6° / +15°,48 / 15,33°/s,950,18.75,50.7t,1950,370
Panther/M10,,,X,JPanther,,2341,320,8.20s,208,950,0.34,1.70s,0.08 / 0.20 / 0.20,-8° / +14°,55 / 14,35°/s,760,16.61,45.8t,900,350
H3,,,VII,H3,,2500,400,28.00s,248,1045,0.33,2.20s,0.10 / 0.16 / 0.16,-7° / +12°,46 / 16,36°/s,1050,17.02,61.7t,1700,390
A7E3,,,IX,H3,,1000,50,3.00s,78,792,0.35,1.60s,0.12 / 0.28 / 0.28,-10° / +20°,35 / 15,40°/s,252,14.04,18t,460,320
TKS z n.k.m. 20 mm,No data
leKpz M 41 90 mm GF,,,VIII,M 41 90 mm,,2182,240,6.60s,182,830,0.38,1.80s,0.08 / 0.14 / 0.14,-8° / +17°,72.4 / 24,54°/s,500,21.51,23.3t,1100,400
G.W. Tiger,,,VIII,G.W. Tiger,,1286,900,42.00s,53,435,0.77,5.20s,0.46 / 0.26 / 0.26,-2° / +48°,45 / 10,16°/s,700,11.89,58.9t,500,295
Spähpanzer Ru 251,,,IX,Ru 251,,2057,240,7.00s,215,1080,0.36,2.00s,0.08 / 0.12 / 0.12,-10° / +18°,70 / 24,58°/s,900,35.68,25.2t,1600,410
Sherman III,,,IX,Sherman III,,1500,115,4.60s,128,792,0.43,2.30s,0.16 / 0.24 / 0.24,-10° / +25°,48 / 18,37°/s,460,15.25,30.2t,610,370
P.43 bis,,,VII,IS,,1902,390,12.30s,175,780,0.46,3.40s,0.16 / 0.21 / 0.21,-6° / +25°,34 / 14,42°/s,750,16.32,46t,1350,350
Škoda T 24,,,VII,Škoda T 50,,2251,320,22.00s,248,1400,0.35,2.20s,0.10 / 0.18 / 0.18,-8° / +20°,50 / 20,58°/s,1070,28.08,38.1t,1700,400
BZ-176,,,IX,Škoda T 50,,1800,420,14.00s,221,1000,0.42,2.80s,0.14 / 0.20 / 0.20,-10° / +20°,30 / 13,28°/s,770,14.61,52.7t,1650,360
VCS 6x6 TS 90,,,VIII,VCS 6x6,,1714,250,16.00s,202,980,0.40,1.80s,0.08 / 0.10 / 0.10,-8° / +15°,80 / 40,40°/s,580,43.61,13.3t,1350,380
T49,,,IX,VCS 6x6,,1826,700,23.00s,152,683,0.52,3.20s,0.20 / 0.10 / 0.10,-10° / +20°,65 / 24,52°/s,930,41.61,22.4t,1600,410
Dicker Max,,,IX,T49,,1935,300,9.30s,169,805,0.36,2.30s,0.16 / 0.22 / 0.22,-15° / +10°,40 / 12,35°/s,272,10.99,24.8t,620,400
VK 30.02 (M),,,VI,VK 30.02 D,,2063,220,6.40s,145,773,0.38,2.30s,0.14 / 0.20 / 0.20,-8° / +20°,60 / 20,60°/s,870,22.06,39.4t,1350,380
ELC EVEN 90,,,VII,ELC EVEN 90,,1131,220,30.00s,175,760,0.38,2.90s,0.16 / 0.19 / 0.19,-9° / +13°,70 / 20,45°/s,160,24.90,6.4t,900,380
Divine Valor,No data
VK 72.01 (K),,,X,VK 72.01 K,,2250,750,20.00s,246,757,0.40,2.90s,0.10 / 0.21 / 0.21,-7° / +17°,33 / 15,24°/s,1200,10.03,119.7t,2500,400
T-832,,,X,VK 72.01 K,,1811,320,10.60s,218,945,0.33,1.70s,0.06 / 0.16 / 0.16,-10° / +20°,35 / 14,29°/s,865,15.11,57.2t,1550,390
Churchill Crocodile,,,V,Churchill I,,2045,75,2.20s,110,892,0.37,1.70s,0.08 / 0.18 / 0.18,-9° / +20°,25.7 / 14,28°/s,380,9.59,39.6t,920,350
7TP,,,V,Churchill I,,1179,55,2.80s,55,732,0.40,2.30s,0.14 / 0.24 / 0.24,-12° / +20°,40 / 18,45°/s,150,15.21,9.9t,380,300
WZ-132,,,X,WZ-132-1,,2489,390,9.40s,246,1200,0.38,1.80s,0.06 / 0.12 / 0.12,-5° / +20°,70 / 23,60°/s,1080,36.36,29.7t,1700,400
GSOR 1010 FB,,,VIII,GSOR 1010,,1770,360,12.20s,218,920,0.33,2.00s,0.06 / 0.12 / 0.12,-8° / +16°,60 / 30,30°/s,450,24.03,18.7t,1200,380
Leopard Prototyp A,,,X,Leopard 1,,2710,420,9.30s,278,1480,0.29,1.70s,0.07 / 0.13 / 0.13,-9° / +20°,70 / 23,50°/s,830,20.91,39.7t,1850,410
E 75,,,X,Leopard 1,,2025,530,15.70s,246,920,0.39,2.40s,0.11 / 0.21 / 0.21,-8° / +15°,40 / 15,24°/s,1000,10.95,91.3t,2000,400
T26E3 Eagle 7,,,IX,T23E3,,2091,115,3.30s,149,792,0.36,2.20s,0.10 / 0.14 / 0.14,-10° / +25°,56.3 / 30,40°/s,530,14.83,35.7t,1050,380
FV4005 Stage II,,,VII,FV4005,,2300,1150,30.00s,310,830,0.42,3.70s,0.30 / 0.32 / 0.32,-10° / +8°,32 / 8,26°/s,950,18.73,50.7t,1850,390
STB-1,,,X,FV4005,,3042,360,7.10s,258,1185,0.37,2.00s,0.08 / 0.09 / 0.09,-8° / +15°,50 / 25,57°/s,950,25.61,37.1t,2000,400
Progetto M40 mod. 65,,,X,Progetto 65,,2160,360,10.00s,268,1468,0.35,2.20s,0.12 / 0.15 / 0.15,-9° / +20°,65 / 20,54°/s,750,18.89,39.7t,1900,400
Ram II,,,X,Ram II,,1965,75,2.29s,105,821,0.43,2.29s,0.08 / 0.25 / 0.25,-7.5° / +20°,38 / 14,37°/s,440,16.40,26.8t,800,330
T25/2,,,VII,T25/2,,1867,280,9.00s,192,975,0.36,1.90s,0.12 / 0.23 / 0.23,-10° / +25°,56 / 15,42°/s,800,18.21,43.9t,900,380
AMX 38,,,VII,AMX 30,,2690,390,8.70s,248,1100,0.37,2.30s,0.12 / 0.14 / 0.14,-8° / +20°,65 / 23,36°/s,720,22.36,32.2t,1650,390
Object 260,,,IX,Obj. 268,,2727,750,16.50s,303,950,0.33,2.50s,0.08 / 0.18 / 0.18,-6° / +15°,48 / 15,33°/s,950,18.75,50.7t,1950,370
Lorraine 40 t,,,X,Lorraine 50 t,,1860,400,12.90s,264,1067,0.33,2.80s,0.12 / 0.17 / 0.17,-10° / +15°,60 / 15,30°/s,900,16.45,54.7t,1750,380
T-34-85 Rudy,,,IX,T-34,,2217,85,2.30s,112,990,0.34,2.30s,0.16 / 0.25 / 0.25,-8° / +20°,56 / 20,45°/s,550,19.31,28.5t,650,350
Großtraktor - Krupp,No data
Object 259A,,,IX,Obj. 257,,2031,440,13.00s,248,1259,0.40,2.90s,0.10 / 0.18 / 0.18,-5° / +15°,50 / 15,40°/s,850,15.54,54.7t,2000,390
FV226 Contradictious,,,IX,Contradictious,,1964,360,11.00s,225,1000,0.36,2.20s,0.12 / 0.20 / 0.20,-10° / +15°,36 / 12,25°/s,1050,15.06,69.7t,1500,370
FV201 (A45),,,VIII,FV201 (A45),,2093,150,4.30s,171,884,0.39,2.30s,0.12 / 0.16 / 0.16,-10° / +20°,31 / 16,28°/s,800,14.39,55.6t,1500,380
WZ-111,,,VII,WZ-111 5A,,2625,490,11.20s,250,930,0.39,2.50s,0.08 / 0.18 / 0.18,-7° / +23°,50 / 15,36°/s,850,17.10,49.7t,2200,400
Tiger (P),,,X,Jagdtiger Pr,,2262,490,13.00s,246,920,0.35,2.30s,0.08 / 0.18 / 0.18,-7.5° / +15°,38 / 12,20°/s,700,9.38,74.6t,1600,370
T26E4 SuperPershing FL,,,VIII,Pershing,,2211,280,7.60s,212,975,0.34,2.00s,0.10 / 0.12 / 0.12,-10° / +20°,48 / 20,50°/s,770,18.05,42.6t,1600,400
T71 DA,,,VIII,T71 DA,,1800,150,20.00s,145,1219,0.39,2.10s,0.12 / 0.18 / 0.18,-7° / +20°,64 / 23,56°/s,420,25.13,16.7t,840,390
Progetto CC55 mod. 54,,,VII,Progetto 65,,2160,360,10.00s,268,1468,0.35,2.20s,0.12 / 0.15 / 0.15,-9° / +20°,65 / 20,54°/s,750,18.89,39.7t,1900,400
114 SP2,,,X,Progetto 65,,2708,650,14.40s,273,1050,0.32,2.00s,0.12 / 0.20 / 0.20,-7° / +20°,45 / 18,30°/s,980,15.63,62.7t,2000,390
Tiger II Kuromorimine,,,X,Tiger I,,2154,280,7.80s,203,1000,0.34,2.50s,0.12 / 0.20 / 0.20,-7° / +13°,40 / 12,29°/s,760,13.26,57.3t,1550,380
WZ-111 Qilin,,,VII,WZ-111 QL,,2625,490,11.20s,250,930,0.39,2.50s,0.08 / 0.18 / 0.18,-7° / +23°,50 / 15,36°/s,850,17.10,49.7t,2200,400
Jagdtiger FL,,,IX,Jagdtiger,,2947,560,11.40s,276,1200,0.33,2.30s,0.08 / 0.18 / 0.18,-7.5° / +15°,38 / 12,30°/s,830,11.04,75.2t,2000,390
ST vz. 39,,,IV,ST vz. 39,,1667,75,2.70s,97,983,0.36,2.00s,0.10 / 0.22 / 0.22,-10° / +25°,45 / 18,40°/s,290,17.42,16.6t,570,340
Mitsu 108,,,IV,ST vz. 39,,1304,300,13.80s,130,800,0.46,3.00s,0.20 / 0.25 / 0.25,-10° / +20°,35 / 12,30°/s,700,15.32,45.7t,900,350
T-34-85 Rudy,,,V,Mitsu 108,,2217,85,2.30s,112,990,0.34,2.30s,0.16 / 0.25 / 0.25,-8° / +20°,56 / 20,45°/s,550,19.31,28.5t,650,350
AMX Chasseur de chars,No data
SDP wz 66 Grom,,,VIII,Grom,,3000,800,16.00s,272,1400,0.40,2.70s,0.08 / 0.20 / 0.20,-7° / +15°,45 / 15,32°/s,810,15.98,50.7t,1300,350
StuG IV,,,VIII,StuG IV,,1784,110,3.70s,110,790,0.35,1.60s,0.08 / 0.15 / 0.15,-6° / +20°,38 / 10,44°/s,300,11.70,25.7t,470,310
XM551 Sheridan,,,X,Sheridan,,2100,700,20.00s,164,683,0.48,3.00s,0.20 / 0.12 / 0.12,-10° / +20°,65 / 25,55°/s,650,43.98,14.8t,1850,420
AMX 105 AM mle. 47,,,X,AMX 30,,2690,390,8.70s,248,1100,0.37,2.30s,0.12 / 0.14 / 0.14,-8° / +20°,65 / 23,36°/s,720,22.36,32.2t,1650,390
60TP Lewandowskiego,,,IX,60TP,,2195,750,20.50s,250,900,0.40,3.00s,0.10 / 0.22 / 0.22,-8° / +20°,35 / 14,24°/s,780,13.04,59.8t,2500,390
Škoda T 56,,,X,Škoda T 50,,2251,320,22.00s,248,1400,0.35,2.20s,0.10 / 0.18 / 0.18,-8° / +20°,50 / 20,58°/s,1070,28.08,38.1t,1700,400
OCP Peacekeeper,,,IX,Peacekeeper,,2200,440,12.00s,258,1200,0.40,2.30s,0.04 / 0.20 / 0.20,-10° / +20°,40 / 17,28°/s,740,15.99,46.3t,1900,390
M54 Renegade,,,IX,Renegade,,2118,360,10.20s,226,1080,0.38,2.50s,0.10 / 0.15 / 0.15,-10° / +20°,45 / 17,35°/s,800,16.25,49.2t,1500,400
FV217 Badger,,,X,Badger,,3388,480,8.50s,272,1000,0.30,1.70s,0.06 / 0.26 / 0.26,-10° / +20°,30 / 12,25°/s,1050,16.23,64.7t,2100,390
Renault Otsu,,,I,R. Otsu,,900,45,3.00s,42,700,0.46,2.30s,0.14 / 0.36 / 0.36,-22° / +20°,23 / 8,40°/s,100,11.99,8.3t,240,280
SMV CC-67,,,I,SMV CC-67,,1846,400,25.00s,226,1075,0.42,2.40s,0.10 / 0.17 / 0.17,-10° / +20°,35 / 16,27°/s,700,14.94,46.8t,1300,360
WZ-132 FL,,,VIII,SMV CC-67,,2489,390,9.40s,246,1200,0.38,1.80s,0.06 / 0.12 / 0.12,-5° / +20°,70 / 23,60°/s,1080,36.36,29.7t,1700,400
WZ-120-1G FT,,,X,WZ-120G FT,,2824,560,11.90s,271,930,0.38,2.80s,0.16 / 0.22 / 0.22,-6° / +15°,47 / 20,38°/s,520,14.44,36t,1700,390
ShPTK-TVP 100,,,IX,ShPTK-TVP,,2778,250,5.40s,270,897,0.30,1.30s,0.08 / 0.14 / 0.14,-6° / +20°,55 / 20,42°/s,700,22.06,31.7t,1150,370
Strv S1,,,VIII,ShPTK-TVP,,2294,390,10.20s,288,1450,0.40,3.00s,0.10 / 0.40 / 0.10,-1° / +1°,50 / 45,26°/s,540,16.50,32.7t,1000,350
Ikv 90 Typ B,,,VIII,Ikv 90 B,,2087,240,6.90s,210,1275,0.32,2.00s,0.12 / 0.18 / 0.18,-10° / +12°,65 / 20,42°/s,260,19.67,13.2t,900,340
IS-3A,,,VII,IS-3A,,1950,390,12.00s,221,1400,0.46,3.00s,0.16 / 0.26 / 0.26,-5° / +19°,40 / 15,26°/s,520,10.67,48.7t,1550,350
M4A1 Revalorisé FL,,,VII,IS,,1902,390,12.30s,175,780,0.46,3.40s,0.16 / 0.21 / 0.21,-6° / +25°,34 / 14,42°/s,750,16.32,46t,1350,350
AMX AC mle. 48 FL,,,VII,AMX AC 48,,1846,400,34.00s,257,1067,0.36,2.60s,0.10 / 0.17 / 0.17,-6° / +18°,50 / 15,44°/s,930,18.50,50.3t,1300,370
Ashbringer,,,VIII,Ashbringer,,2195,750,20.50s,250,900,0.40,3.00s,0.10 / 0.22 / 0.22,-8° / +20°,35 / 14,24°/s,780,13.04,59.8t,2500,390
Lorraine 155 mle. 51,,,IX,Lorraine 50 t,,1860,400,12.90s,264,1067,0.33,2.80s,0.12 / 0.17 / 0.17,-10° / +15°,60 / 15,30°/s,900,16.45,54.7t,1750,380
Krupp-Steyr Waffenträger,,,IX,Steyr WT,,2000,240,7.20s,203,1000,0.33,1.90s,0.12 / 0.22 / 0.22,-8° / +45°,35 / 15,40°/s,220,16.03,13.7t,800,360
